date,region,category,units_sold
2023-02-06,Jeddah,Electronics,128.0
2023-02-07,Jeddah,Electronics,100.0
2023-02-08,Jeddah,Electronics,122.0
2023-02-09,Jeddah,Electronics,158.0
2023-02-10,Jeddah,Electronics,141.0
2023-02-11,Jeddah,Electronics,243.0
2023-02-12,Jeddah,Electronics,179.0
2023-02-13,Jeddah,Electronics,111.0
2023-02-14,Jeddah,Electronics,216.0
2023-02-15,Jeddah,Electronics,240.0
2023-02-16,Jeddah,Electronics,236.0
2023-02-17,Jeddah,Electronics,293.0
2023-02-18,Jeddah,Electronics,256.0
2023-02-19,Jeddah,Electronics,188.0
2023-02-20,Jeddah,Electronics,96.0
2023-02-21,Jeddah,Electronics,123.0
2023-02-22,Jeddah,Electronics,125.0
2023-02-23,Jeddah,Electronics,102.0
2023-02-24,Jeddah,Electronics,123.0
2023-02-25,Jeddah,Electronics,197.0
2023-02-26,Jeddah,Electronics,238.0
2023-02-27,Jeddah,Electronics,116.0
2023-02-28,Jeddah,Electronics,111.0
2023-03-01,Jeddah,Electronics,140.0
2023-03-02,Jeddah,Electronics,142.0
2023-03-03,Jeddah,Electronics,172.0
2023-03-04,Jeddah,Electronics,206.0
2023-03-05,Jeddah,Electronics,254.0
2023-03-06,Jeddah,Electronics,175.0
2023-03-07,Jeddah,Electronics,173.0
2023-03-08,Jeddah,Electronics,189.0
2023-03-09,Jeddah,Electronics,162.0
2023-03-10,Jeddah,Electronics,142.0
2023-03-11,Jeddah,Electronics,188.0
2023-03-12,Jeddah,Electronics,237.0
2023-03-13,Jeddah,Electronics,129.0
2023-03-14,Jeddah,Electronics,126.0
2023-03-15,Jeddah,Electronics,127.0
2023-03-16,Jeddah,Electronics,101.0
2023-03-17,Jeddah,Electronics,152.0
2023-03-18,Jeddah,Electronics,242.0
2023-03-19,Jeddah,Electronics,179.0
2023-03-20,Jeddah,Electronics,114.0
2023-03-21,Jeddah,Electronics,170.0
2023-03-22,Jeddah,Electronics,94.0
2023-03-23,Jeddah,Electronics,123.0
2023-03-24,Jeddah,Electronics,147.0
2023-03-25,Jeddah,Electronics,369.0
2023-03-26,Jeddah,Electronics,355.0
2023-03-27,Jeddah,Electronics,222.0
2023-03-28,Jeddah,Electronics,108.0
2023-03-29,Jeddah,Electronics,137.0
2023-03-30,Jeddah,Electronics,185.0
2023-03-31,Jeddah,Electronics,115.0
2023-04-01,Jeddah,Electronics,203.0
2023-04-02,Jeddah,Electronics,290.0
2023-04-03,Jeddah,Electronics,107.0
2023-04-04,Jeddah,Electronics,94.0
2023-04-05,Jeddah,Electronics,127.0
2023-04-06,Jeddah,Electronics,141.0
2023-04-07,Jeddah,Electronics,213.0
2023-04-08,Jeddah,Electronics,384.0
2023-04-09,Jeddah,Electronics,334.0
2023-04-10,Jeddah,Electronics,199.0
2023-04-11,Jeddah,Electronics,190.0
2023-04-12,Jeddah,Electronics,177.0
2023-04-13,Jeddah,Electronics,170.0
2023-04-14,Jeddah,Electronics,244.0
2023-04-15,Jeddah,Electronics,237.0
2023-04-16,Jeddah,Electronics,348.0
2023-04-17,Jeddah,Electronics,165.0
2023-04-18,Jeddah,Electronics,174.0
2023-04-19,Jeddah,Electronics,141.0
2023-04-20,Jeddah,Electronics,125.0
2023-04-21,Jeddah,Electronics,161.0
2023-04-22,Jeddah,Electronics,230.0
2023-04-23,Jeddah,Electronics,179.0
2023-04-24,Jeddah,Electronics,112.0
2023-04-25,Jeddah,Electronics,115.0
2023-04-26,Jeddah,Electronics,155.0
2023-04-27,Jeddah,Electronics,142.0
2023-04-28,Jeddah,Electronics,143.0
2023-04-29,Jeddah,Electronics,166.0
2023-04-30,Jeddah,Electronics,167.0
2023-05-01,Jeddah,Electronics,92.0
2023-05-02,Jeddah,Electronics,123.0
2023-05-03,Jeddah,Electronics,105.0
2023-05-04,Jeddah,Electronics,118.0
2023-05-05,Jeddah,Electronics,108.0
2023-05-06,Jeddah,Electronics,200.0
2023-05-07,Jeddah,Electronics,172.0
2023-05-08,Jeddah,Electronics,85.0
2023-05-09,Jeddah,Electronics,120.0
2023-05-10,Jeddah,Electronics,134.0
2023-05-11,Jeddah,Electronics,130.0
2023-05-12,Jeddah,Electronics,154.0
2023-05-13,Jeddah,Electronics,197.0
2023-05-14,Jeddah,Electronics,175.0
2023-05-15,Jeddah,Electronics,108.0
2023-05-16,Jeddah,Electronics,130.0
2023-05-17,Jeddah,Electronics,103.0
2023-05-18,Jeddah,Electronics,87.0
2023-05-19,Jeddah,Electronics,149.0
2023-05-20,Jeddah,Electronics,185.0
2023-05-21,Jeddah,Electronics,171.0
2023-05-22,Jeddah,Electronics,124.0
2023-05-23,Jeddah,Electronics,91.0
2023-05-24,Jeddah,Electronics,112.0
2023-05-25,Jeddah,Electronics,144.0
2023-05-26,Jeddah,Electronics,141.0
2023-05-27,Jeddah,Electronics,165.0
2023-05-28,Jeddah,Electronics,166.0
2023-05-29,Jeddah,Electronics,103.0
2023-05-30,Jeddah,Electronics,142.0
2023-05-31,Jeddah,Electronics,106.0
2023-06-01,Jeddah,Electronics,136.0
2023-06-02,Jeddah,Electronics,127.0
2023-06-03,Jeddah,Electronics,193.0
2023-06-04,Jeddah,Electronics,181.0
2023-06-05,Jeddah,Electronics,110.0
2023-06-06,Jeddah,Electronics,150.0
2023-06-07,Jeddah,Electronics,134.0
2023-06-08,Jeddah,Electronics,157.0
2023-06-09,Jeddah,Electronics,132.0
2023-06-10,Jeddah,Electronics,148.0
2023-06-11,Jeddah,Electronics,159.0
2023-06-12,Jeddah,Electronics,100.0
2023-06-13,Jeddah,Electronics,132.0
2023-06-14,Jeddah,Electronics,94.0
2023-06-15,Jeddah,Electronics,157.0
2023-06-16,Jeddah,Electronics,124.0
2023-06-17,Jeddah,Electronics,153.0
2023-06-18,Jeddah,Electronics,195.0
2023-06-19,Jeddah,Electronics,94.0
2023-06-20,Jeddah,Electronics,87.0
2023-06-21,Jeddah,Electronics,93.0
2023-06-22,Jeddah,Electronics,142.0
2023-06-23,Jeddah,Electronics,157.0
2023-06-24,Jeddah,Electronics,201.0
2023-06-25,Jeddah,Electronics,161.0
2023-06-26,Jeddah,Electronics,98.0
2023-06-27,Jeddah,Electronics,91.0
2023-06-28,Jeddah,Electronics,111.0
2023-06-29,Jeddah,Electronics,111.0
2023-06-30,Jeddah,Electronics,106.0
2023-07-01,Jeddah,Electronics,200.0
2023-07-02,Jeddah,Electronics,176.0
2023-07-03,Jeddah,Electronics,92.0
2023-07-04,Jeddah,Electronics,112.0
2023-07-05,Jeddah,Electronics,134.0
2023-07-06,Jeddah,Electronics,107.0
2023-07-07,Jeddah,Electronics,121.0
2023-07-08,Jeddah,Electronics,217.0
2023-07-09,Jeddah,Electronics,173.0
2023-07-10,Jeddah,Electronics,117.0
2023-07-11,Jeddah,Electronics,108.0
2023-07-12,Jeddah,Electronics,106.0
2023-07-13,Jeddah,Electronics,142.0
2023-07-14,Jeddah,Electronics,120.0
2023-07-15,Jeddah,Electronics,207.0
2023-07-16,Jeddah,Electronics,167.0
2023-07-17,Jeddah,Electronics,127.0
2023-07-18,Jeddah,Electronics,107.0
2023-07-19,Jeddah,Electronics,90.0
2023-07-20,Jeddah,Electronics,144.0
2023-07-21,Jeddah,Electronics,94.0
2023-07-22,Jeddah,Electronics,204.0
2023-07-23,Jeddah,Electronics,153.0
2023-07-24,Jeddah,Electronics,112.0
2023-07-25,Jeddah,Electronics,133.0
2023-07-26,Jeddah,Electronics,88.0
2023-07-27,Jeddah,Electronics,114.0
2023-07-28,Jeddah,Electronics,131.0
2023-07-29,Jeddah,Electronics,181.0
2023-07-30,Jeddah,Electronics,180.0
2023-07-31,Jeddah,Electronics,92.0
2023-08-01,Jeddah,Electronics,104.0
2023-08-02,Jeddah,Electronics,132.0
2023-08-03,Jeddah,Electronics,128.0
2023-08-04,Jeddah,Electronics,147.0
2023-08-05,Jeddah,Electronics,199.0
2023-08-06,Jeddah,Electronics,153.0
2023-08-07,Jeddah,Electronics,129.0
2023-08-08,Jeddah,Electronics,130.0
2023-08-09,Jeddah,Electronics,115.0
2023-08-10,Jeddah,Electronics,107.0
2023-08-11,Jeddah,Electronics,118.0
2023-08-12,Jeddah,Electronics,206.0
2023-08-13,Jeddah,Electronics,187.0
2023-08-14,Jeddah,Electronics,81.0
2023-08-15,Jeddah,Electronics,73.0
2023-08-16,Jeddah,Electronics,119.0
2023-08-17,Jeddah,Electronics,152.0
2023-08-18,Jeddah,Electronics,111.0
2023-08-19,Jeddah,Electronics,202.0
2023-08-20,Jeddah,Electronics,173.0
2023-08-21,Jeddah,Electronics,104.0
2023-08-22,Jeddah,Electronics,96.0
2023-08-23,Jeddah,Electronics,83.0
2023-08-24,Jeddah,Electronics,89.0
2023-08-25,Jeddah,Electronics,151.0
2023-08-26,Jeddah,Electronics,164.0
2023-08-27,Jeddah,Electronics,198.0
2023-08-28,Jeddah,Electronics,142.0
2023-08-29,Jeddah,Electronics,148.0
2023-08-30,Jeddah,Electronics,140.0
2023-08-31,Jeddah,Electronics,132.0
2023-09-01,Jeddah,Electronics,107.0
2023-09-02,Jeddah,Electronics,154.0
2023-09-03,Jeddah,Electronics,165.0
2023-09-04,Jeddah,Electronics,112.0
2023-09-05,Jeddah,Electronics,107.0
2023-09-06,Jeddah,Electronics,91.0
2023-09-07,Jeddah,Electronics,119.0
2023-09-08,Jeddah,Electronics,104.0
2023-09-09,Jeddah,Electronics,187.0
2023-09-10,Jeddah,Electronics,159.0
2023-09-11,Jeddah,Electronics,108.0
2023-09-12,Jeddah,Electronics,111.0
2023-09-13,Jeddah,Electronics,84.0
2023-09-14,Jeddah,Electronics,140.0
2023-09-15,Jeddah,Electronics,100.0
2023-09-16,Jeddah,Electronics,195.0
2023-09-17,Jeddah,Electronics,165.0
2023-09-18,Jeddah,Electronics,63.0
2023-09-19,Jeddah,Electronics,108.0
2023-09-20,Jeddah,Electronics,101.0
2023-09-21,Jeddah,Electronics,68.0
2023-09-22,Jeddah,Electronics,90.0
2023-09-23,Jeddah,Electronics,154.0
2023-09-24,Jeddah,Electronics,119.0
2023-09-25,Jeddah,Electronics,102.0
2023-09-26,Jeddah,Electronics,91.0
2023-09-27,Jeddah,Electronics,93.0
2023-09-28,Jeddah,Electronics,105.0
2023-09-29,Jeddah,Electronics,118.0
2023-09-30,Jeddah,Electronics,161.0
2023-10-01,Jeddah,Electronics,164.0
2023-10-02,Jeddah,Electronics,64.0
2023-10-03,Jeddah,Electronics,95.0
2023-10-04,Jeddah,Electronics,98.0
2023-10-05,Jeddah,Electronics,112.0
2023-10-06,Jeddah,Electronics,126.0
2023-10-07,Jeddah,Electronics,154.0
2023-10-08,Jeddah,Electronics,158.0
2023-10-09,Jeddah,Electronics,74.0
2023-10-10,Jeddah,Electronics,96.0
2023-10-11,Jeddah,Electronics,94.0
2023-10-12,Jeddah,Electronics,114.0
2023-10-13,Jeddah,Electronics,102.0
2023-10-14,Jeddah,Electronics,151.0
2023-10-15,Jeddah,Electronics,149.0
2023-10-16,Jeddah,Electronics,100.0
2023-10-17,Jeddah,Electronics,87.0
2023-10-18,Jeddah,Electronics,114.0
2023-10-19,Jeddah,Electronics,92.0
2023-10-20,Jeddah,Electronics,96.0
2023-10-21,Jeddah,Electronics,167.0
2023-10-22,Jeddah,Electronics,138.0
2023-10-23,Jeddah,Electronics,78.0
2023-10-24,Jeddah,Electronics,88.0
2023-10-25,Jeddah,Electronics,85.0
2023-10-26,Jeddah,Electronics,101.0
2023-10-27,Jeddah,Electronics,110.0
2023-10-28,Jeddah,Electronics,152.0
2023-10-29,Jeddah,Electronics,163.0
2023-10-30,Jeddah,Electronics,87.0
2023-10-31,Jeddah,Electronics,106.0
2023-11-01,Jeddah,Electronics,124.0
2023-11-02,Jeddah,Electronics,120.0
2023-11-03,Jeddah,Electronics,103.0
2023-11-04,Jeddah,Electronics,141.0
2023-11-05,Jeddah,Electronics,295.0
2023-11-06,Jeddah,Electronics,166.0
2023-11-07,Jeddah,Electronics,120.0
2023-11-08,Jeddah,Electronics,163.0
2023-11-09,Jeddah,Electronics,97.0
2023-11-10,Jeddah,Electronics,107.0
2023-11-11,Jeddah,Electronics,165.0
2023-11-12,Jeddah,Electronics,146.0
2023-11-13,Jeddah,Electronics,98.0
2023-11-14,Jeddah,Electronics,84.0
2023-11-15,Jeddah,Electronics,94.0
2023-11-16,Jeddah,Electronics,92.0
2023-11-17,Jeddah,Electronics,137.0
2023-11-18,Jeddah,Electronics,158.0
2023-11-19,Jeddah,Electronics,165.0
2023-11-20,Jeddah,Electronics,75.0
2023-11-21,Jeddah,Electronics,101.0
2023-11-22,Jeddah,Electronics,85.0
2023-11-23,Jeddah,Electronics,108.0
2023-11-24,Jeddah,Electronics,115.0
2023-11-25,Jeddah,Electronics,148.0
2023-11-26,Jeddah,Electronics,130.0
2023-11-27,Jeddah,Electronics,98.0
2023-11-28,Jeddah,Electronics,125.0
2023-11-29,Jeddah,Electronics,101.0
2023-11-30,Jeddah,Electronics,74.0
2023-12-01,Jeddah,Electronics,107.0
2023-12-02,Jeddah,Electronics,183.0
2023-12-03,Jeddah,Electronics,227.0
2023-12-04,Jeddah,Electronics,93.0
2023-12-05,Jeddah,Electronics,105.0
2023-12-06,Jeddah,Electronics,106.0
2023-12-07,Jeddah,Electronics,111.0
2023-12-08,Jeddah,Electronics,86.0
2023-12-09,Jeddah,Electronics,205.0
2023-12-10,Jeddah,Electronics,204.0
2023-12-11,Jeddah,Electronics,113.0
2023-12-12,Jeddah,Electronics,145.0
2023-12-13,Jeddah,Electronics,183.0
2023-12-14,Jeddah,Electronics,238.0
2023-12-15,Jeddah,Electronics,128.0
2023-12-16,Jeddah,Electronics,165.0
2023-12-17,Jeddah,Electronics,253.0
2023-12-18,Jeddah,Electronics,135.0
2023-12-19,Jeddah,Electronics,98.0
2023-12-20,Jeddah,Electronics,131.0
2023-12-21,Jeddah,Electronics,150.0
2023-12-22,Jeddah,Electronics,159.0
2023-12-23,Jeddah,Electronics,203.0
2023-12-24,Jeddah,Electronics,176.0
2023-12-25,Jeddah,Electronics,126.0
2023-12-26,Jeddah,Electronics,110.0
2023-12-27,Jeddah,Electronics,112.0
2023-12-28,Jeddah,Electronics,99.0
2023-12-29,Jeddah,Electronics,125.0
2023-12-30,Jeddah,Electronics,194.0
2023-12-31,Jeddah,Electronics,174.0
2024-01-01,Jeddah,Electronics,132.0
2024-01-02,Jeddah,Electronics,147.0
2024-01-03,Jeddah,Electronics,120.0
2024-01-04,Jeddah,Electronics,107.0
2024-01-05,Jeddah,Electronics,143.0
2024-01-06,Jeddah,Electronics,210.0
2024-01-07,Jeddah,Electronics,203.0
2024-01-08,Jeddah,Electronics,87.0
2024-01-09,Jeddah,Electronics,116.0
2024-01-10,Jeddah,Electronics,138.0
2024-01-11,Jeddah,Electronics,131.0
2024-01-12,Jeddah,Electronics,145.0
2024-01-13,Jeddah,Electronics,196.0
2024-01-14,Jeddah,Electronics,190.0
2024-01-15,Jeddah,Electronics,134.0
2024-01-16,Jeddah,Electronics,116.0
2024-01-17,Jeddah,Electronics,150.0
2024-01-18,Jeddah,Electronics,126.0
2024-01-19,Jeddah,Electronics,161.0
2024-01-20,Jeddah,Electronics,181.0
2024-01-21,Jeddah,Electronics,226.0
2024-01-22,Jeddah,Electronics,175.0
2024-01-23,Jeddah,Electronics,128.0
2024-01-24,Jeddah,Electronics,155.0
2024-01-25,Jeddah,Electronics,156.0
2024-01-26,Jeddah,Electronics,145.0
2024-01-27,Jeddah,Electronics,232.0
2024-01-28,Jeddah,Electronics,196.0
2024-01-29,Jeddah,Electronics,134.0
2024-01-30,Jeddah,Electronics,139.0
2024-01-31,Jeddah,Electronics,143.0
2024-02-01,Jeddah,Electronics,134.0
2024-02-02,Jeddah,Electronics,150.0
2024-02-03,Jeddah,Electronics,215.0
2024-02-04,Jeddah,Electronics,241.0
2024-02-05,Jeddah,Electronics,144.0
2024-02-06,Jeddah,Electronics,132.0
2024-02-07,Jeddah,Electronics,142.0
2024-02-08,Jeddah,Electronics,199.0
2024-02-09,Jeddah,Electronics,144.0
2024-02-10,Jeddah,Electronics,232.0
2024-02-11,Jeddah,Electronics,249.0
2024-02-12,Jeddah,Electronics,139.0
2024-02-13,Jeddah,Electronics,142.0
2024-02-14,Jeddah,Electronics,157.0
2024-02-15,Jeddah,Electronics,115.0
2024-02-16,Jeddah,Electronics,133.0
2024-02-17,Jeddah,Electronics,261.0
2024-02-18,Jeddah,Electronics,266.0
2024-02-19,Jeddah,Electronics,109.0
2024-02-20,Jeddah,Electronics,169.0
2024-02-21,Jeddah,Electronics,187.0
2024-02-22,Jeddah,Electronics,157.0
2024-02-23,Jeddah,Electronics,181.0
2024-02-24,Jeddah,Electronics,242.0
2024-02-25,Jeddah,Electronics,224.0
2024-02-26,Jeddah,Electronics,165.0
2024-02-27,Jeddah,Electronics,177.0
2024-02-28,Jeddah,Electronics,126.0
2024-02-29,Jeddah,Electronics,121.0
2024-03-01,Jeddah,Electronics,212.0
2024-03-02,Jeddah,Electronics,235.0
2024-03-03,Jeddah,Electronics,259.0
2024-03-04,Jeddah,Electronics,123.0
2024-03-05,Jeddah,Electronics,116.0
2024-03-06,Jeddah,Electronics,148.0
2024-03-07,Jeddah,Electronics,153.0
2024-03-08,Jeddah,Electronics,147.0
2024-03-09,Jeddah,Electronics,261.0
2024-03-10,Jeddah,Electronics,246.0
2024-03-11,Jeddah,Electronics,151.0
2024-03-12,Jeddah,Electronics,149.0
2024-03-13,Jeddah,Electronics,144.0
2024-03-14,Jeddah,Electronics,168.0
2024-03-15,Jeddah,Electronics,180.0
2024-03-16,Jeddah,Electronics,263.0
2024-03-17,Jeddah,Electronics,246.0
2024-03-18,Jeddah,Electronics,102.0
2024-03-19,Jeddah,Electronics,136.0
2024-03-20,Jeddah,Electronics,131.0
2024-03-21,Jeddah,Electronics,128.0
2024-03-22,Jeddah,Electronics,162.0
2024-03-23,Jeddah,Electronics,294.0
2024-03-24,Jeddah,Electronics,192.0
2024-03-25,Jeddah,Electronics,148.0
2024-03-26,Jeddah,Electronics,149.0
2024-03-27,Jeddah,Electronics,219.0
2024-03-28,Jeddah,Electronics,183.0
2024-03-29,Jeddah,Electronics,211.0
2024-03-30,Jeddah,Electronics,379.0
2024-03-31,Jeddah,Electronics,275.0
2024-04-01,Jeddah,Electronics,210.0
2024-04-02,Jeddah,Electronics,151.0
2024-04-03,Jeddah,Electronics,215.0
2024-04-04,Jeddah,Electronics,187.0
2024-04-05,Jeddah,Electronics,224.0
2024-04-06,Jeddah,Electronics,413.0
2024-04-07,Jeddah,Electronics,312.0
2024-04-08,Jeddah,Electronics,210.0
2024-04-09,Jeddah,Electronics,106.0
2024-04-10,Jeddah,Electronics,120.0
2024-04-11,Jeddah,Electronics,103.0
2024-04-12,Jeddah,Electronics,174.0
2024-04-13,Jeddah,Electronics,239.0
2024-04-14,Jeddah,Electronics,220.0
2024-04-15,Jeddah,Electronics,167.0
2024-04-16,Jeddah,Electronics,117.0
2024-04-17,Jeddah,Electronics,143.0
2024-04-18,Jeddah,Electronics,118.0
2024-04-19,Jeddah,Electronics,144.0
2024-04-20,Jeddah,Electronics,198.0
2024-04-21,Jeddah,Electronics,224.0
2024-04-22,Jeddah,Electronics,140.0
2024-04-23,Jeddah,Electronics,153.0
2024-04-24,Jeddah,Electronics,165.0
2024-04-25,Jeddah,Electronics,111.0
2024-04-26,Jeddah,Electronics,110.0
2024-04-27,Jeddah,Electronics,257.0
2024-04-28,Jeddah,Electronics,250.0
2024-04-29,Jeddah,Electronics,130.0
2024-04-30,Jeddah,Electronics,166.0
2024-05-01,Jeddah,Electronics,138.0
2024-05-02,Jeddah,Electronics,95.0
2024-05-03,Jeddah,Electronics,131.0
2024-05-04,Jeddah,Electronics,275.0
2024-05-05,Jeddah,Electronics,191.0
2024-05-06,Jeddah,Electronics,132.0
2024-05-07,Jeddah,Electronics,188.0
2024-05-08,Jeddah,Electronics,145.0
2024-05-09,Jeddah,Electronics,122.0
2024-05-10,Jeddah,Electronics,129.0
2024-05-11,Jeddah,Electronics,238.0
2024-05-12,Jeddah,Electronics,183.0
2024-05-13,Jeddah,Electronics,135.0
2024-05-14,Jeddah,Electronics,90.0
2024-05-15,Jeddah,Electronics,108.0
2024-05-16,Jeddah,Electronics,142.0
2024-05-17,Jeddah,Electronics,170.0
2024-05-18,Jeddah,Electronics,185.0
2024-05-19,Jeddah,Electronics,202.0
2024-05-20,Jeddah,Electronics,110.0
2024-05-21,Jeddah,Electronics,131.0
2024-05-22,Jeddah,Electronics,135.0
2024-05-23,Jeddah,Electronics,123.0
2024-05-24,Jeddah,Electronics,143.0
2024-05-25,Jeddah,Electronics,234.0
2024-05-26,Jeddah,Electronics,147.0
2024-05-27,Jeddah,Electronics,132.0
2024-05-28,Jeddah,Electronics,163.0
2024-05-29,Jeddah,Electronics,126.0
2024-05-30,Jeddah,Electronics,122.0
2024-05-31,Jeddah,Electronics,150.0
2024-06-01,Jeddah,Electronics,152.0
2024-06-02,Jeddah,Electronics,230.0
2024-06-03,Jeddah,Electronics,88.0
2024-06-04,Jeddah,Electronics,137.0
2024-06-05,Jeddah,Electronics,144.0
2024-06-06,Jeddah,Electronics,107.0
2024-06-07,Jeddah,Electronics,142.0
2024-06-08,Jeddah,Electronics,233.0
2024-06-09,Jeddah,Electronics,230.0
2024-06-10,Jeddah,Electronics,108.0
2024-06-11,Jeddah,Electronics,128.0
2024-06-12,Jeddah,Electronics,107.0
2024-06-13,Jeddah,Electronics,128.0
2024-06-14,Jeddah,Electronics,137.0
2024-06-15,Jeddah,Electronics,179.0
2024-06-16,Jeddah,Electronics,234.0
2024-06-17,Jeddah,Electronics,123.0
2024-06-18,Jeddah,Electronics,178.0
2024-06-19,Jeddah,Electronics,116.0
2024-06-20,Jeddah,Electronics,114.0
2024-06-21,Jeddah,Electronics,118.0
2024-06-22,Jeddah,Electronics,188.0
2024-06-23,Jeddah,Electronics,188.0
2024-06-24,Jeddah,Electronics,128.0
2024-06-25,Jeddah,Electronics,104.0
2024-06-26,Jeddah,Electronics,148.0
2024-06-27,Jeddah,Electronics,125.0
2024-06-28,Jeddah,Electronics,163.0
2024-06-29,Jeddah,Electronics,236.0
2024-06-30,Jeddah,Electronics,174.0
2024-07-01,Jeddah,Electronics,115.0
2024-07-02,Jeddah,Electronics,100.0
2024-07-03,Jeddah,Electronics,92.0
2024-07-04,Jeddah,Electronics,158.0
2024-07-05,Jeddah,Electronics,135.0
2024-07-06,Jeddah,Electronics,266.0
2024-07-07,Jeddah,Electronics,237.0
2024-07-08,Jeddah,Electronics,91.0
2024-07-09,Jeddah,Electronics,162.0
2024-07-10,Jeddah,Electronics,118.0
2024-07-11,Jeddah,Electronics,128.0
2024-07-12,Jeddah,Electronics,157.0
2024-07-13,Jeddah,Electronics,212.0
2024-07-14,Jeddah,Electronics,209.0
2024-07-15,Jeddah,Electronics,106.0
2024-07-16,Jeddah,Electronics,144.0
2024-07-17,Jeddah,Electronics,134.0
2024-07-18,Jeddah,Electronics,97.0
2024-07-19,Jeddah,Electronics,128.0
2024-07-20,Jeddah,Electronics,243.0
2024-07-21,Jeddah,Electronics,206.0
2024-07-22,Jeddah,Electronics,91.0
2024-07-23,Jeddah,Electronics,141.0
2024-07-24,Jeddah,Electronics,113.0
2024-07-25,Jeddah,Electronics,143.0
2024-07-26,Jeddah,Electronics,126.0
2024-07-27,Jeddah,Electronics,213.0
2024-07-28,Jeddah,Electronics,212.0
2024-07-29,Jeddah,Electronics,138.0
2024-07-30,Jeddah,Electronics,113.0
2024-07-31,Jeddah,Electronics,121.0
2024-08-01,Jeddah,Electronics,115.0
2024-08-02,Jeddah,Electronics,133.0
2024-08-03,Jeddah,Electronics,202.0
2024-08-04,Jeddah,Electronics,196.0
2024-08-05,Jeddah,Electronics,152.0
2024-08-06,Jeddah,Electronics,103.0
2024-08-07,Jeddah,Electronics,100.0
2024-08-08,Jeddah,Electronics,115.0
2024-08-09,Jeddah,Electronics,147.0
2024-08-10,Jeddah,Electronics,256.0
2024-08-11,Jeddah,Electronics,173.0
2024-08-12,Jeddah,Electronics,141.0
2024-08-13,Jeddah,Electronics,81.0
2024-08-14,Jeddah,Electronics,128.0
2024-08-15,Jeddah,Electronics,129.0
2024-08-16,Jeddah,Electronics,132.0
2024-08-17,Jeddah,Electronics,160.0
2024-08-18,Jeddah,Electronics,176.0
2024-08-19,Jeddah,Electronics,103.0
2024-08-20,Jeddah,Electronics,109.0
2024-08-21,Jeddah,Electronics,138.0
2024-08-22,Jeddah,Electronics,100.0
2024-08-23,Jeddah,Electronics,131.0
2024-08-24,Jeddah,Electronics,166.0
2024-08-25,Jeddah,Electronics,169.0
2024-08-26,Jeddah,Electronics,123.0
2024-08-27,Jeddah,Electronics,119.0
2024-08-28,Jeddah,Electronics,153.0
2024-08-29,Jeddah,Electronics,189.0
2024-08-30,Jeddah,Electronics,131.0
2024-08-31,Jeddah,Electronics,148.0
2024-09-01,Jeddah,Electronics,174.0
2024-09-02,Jeddah,Electronics,98.0
2024-09-03,Jeddah,Electronics,78.0
2024-09-04,Jeddah,Electronics,110.0
2024-09-05,Jeddah,Electronics,115.0
2024-09-06,Jeddah,Electronics,134.0
2024-09-07,Jeddah,Electronics,235.0
2024-09-08,Jeddah,Electronics,191.0
2024-09-09,Jeddah,Electronics,123.0
2024-09-10,Jeddah,Electronics,106.0
2024-09-11,Jeddah,Electronics,189.0
2024-09-12,Jeddah,Electronics,179.0
2024-09-13,Jeddah,Electronics,220.0
2024-09-14,Jeddah,Electronics,167.0
2024-09-15,Jeddah,Electronics,184.0
2024-09-16,Jeddah,Electronics,85.0
2024-09-17,Jeddah,Electronics,95.0
2024-09-18,Jeddah,Electronics,100.0
2024-09-19,Jeddah,Electronics,110.0
2024-09-20,Jeddah,Electronics,115.0
2024-09-21,Jeddah,Electronics,175.0
2024-09-22,Jeddah,Electronics,168.0
2024-09-23,Jeddah,Electronics,77.0
2024-09-24,Jeddah,Electronics,135.0
2024-09-25,Jeddah,Electronics,106.0
2024-09-26,Jeddah,Electronics,116.0
2024-09-27,Jeddah,Electronics,124.0
2024-09-28,Jeddah,Electronics,152.0
2024-09-29,Jeddah,Electronics,148.0
2024-09-30,Jeddah,Electronics,115.0
2024-10-01,Jeddah,Electronics,108.0
2024-10-02,Jeddah,Electronics,86.0
2024-10-03,Jeddah,Electronics,115.0
2024-10-04,Jeddah,Electronics,107.0
2024-10-05,Jeddah,Electronics,161.0
2024-10-06,Jeddah,Electronics,166.0
2024-10-07,Jeddah,Electronics,93.0
2024-10-08,Jeddah,Electronics,102.0
2024-10-09,Jeddah,Electronics,112.0
2024-10-10,Jeddah,Electronics,102.0
2024-10-11,Jeddah,Electronics,122.0
2024-10-12,Jeddah,Electronics,210.0
2024-10-13,Jeddah,Electronics,200.0
2024-10-14,Jeddah,Electronics,82.0
2024-10-15,Jeddah,Electronics,85.0
2024-10-16,Jeddah,Electronics,91.0
2024-10-17,Jeddah,Electronics,114.0
2024-10-18,Jeddah,Electronics,126.0
2024-10-19,Jeddah,Electronics,216.0
2024-10-20,Jeddah,Electronics,195.0
2024-10-21,Jeddah,Electronics,137.0
2024-10-22,Jeddah,Electronics,89.0
2024-10-23,Jeddah,Electronics,118.0
2024-10-24,Jeddah,Electronics,86.0
2024-10-25,Jeddah,Electronics,140.0
2024-10-26,Jeddah,Electronics,158.0
2024-10-27,Jeddah,Electronics,164.0
2024-10-28,Jeddah,Electronics,108.0
2024-10-29,Jeddah,Electronics,141.0
2024-10-30,Jeddah,Electronics,135.0
2024-10-31,Jeddah,Electronics,158.0
2024-11-01,Jeddah,Electronics,109.0
